Data Source,Tag,Name,Parent FQN,Type
tb1-process-plc,Production_History[0].Vial_Damage_Inspect_Finish_Time.Minute,Minute,tb1_process_do.FinishedVial.VialDamageInspect.FinishTime,property
tb1-process-plc,Production_History[0].Vial_Damage_Inspect_Finish_Time.Month,Month,tb1_process_do.FinishedVial.VialDamageInspect.FinishTime,property
tb1-process-plc,Production_History[0].Vial_Damage_Inspect_Finish_Time.Second,Second,tb1_process_do.FinishedVial.VialDamageInspect.FinishTime,property
tb1-process-plc,Production_History[0].Vial_Damage_Inspect_Finish_Time.Year,Year,tb1_process_do.FinishedVial.VialDamageInspect.FinishTime,property
,,StartTime,tb1_process_do.FinishedVial.VialDamageInspect,node
tb1-process-plc,Production_History[0].Vial_Damage_Inspect_Start_Time.Day,Day,tb1_process_do.FinishedVial.VialDamageInspect.StartTime,property
tb1-process-plc,Production_History[0].Vial_Damage_Inspect_Start_Time.Hour,Hour,tb1_process_do.FinishedVial.VialDamageInspect.StartTime,property
tb1-process-plc,Production_History[0].Vial_Damage_Inspect_Start_Time.MicroSecond,MicroSecond,tb1_process_do.FinishedVial.VialDamageInspect.StartTime,property
tb1-process-plc,Production_History[0].Vial_Damage_Inspect_Start_Time.Minute,Minute,tb1_process_do.FinishedVial.VialDamageInspect.StartTime,property
tb1-process-plc,Production_History[0].Vial_Damage_Inspect_Start_Time.Month,Month,tb1_process_do.FinishedVial.VialDamageInspect.StartTime,property
tb1-process-plc,Production_History[0].Vial_Damage_Inspect_Start_Time.Second,Second,tb1_process_do.FinishedVial.VialDamageInspect.StartTime,property
tb1-process-plc,Production_History[0].Vial_Damage_Inspect_Start_Time.Year,Year,tb1_process_do.FinishedVial.VialDamageInspect.StartTime,property
,,WetFillStation3,tb1_process_do.FinishedVial,node
tb1-process-plc,Production_History[0].Wet_Fill_Station3_Complete,Complete,tb1_process_do.FinishedVial.WetFillStation3,property
tb1-process-plc,Production_History[0].Wet_Fill_Station3_Duration,Duration,tb1_process_do.FinishedVial.WetFillStation3,property
tb1-process-plc,Production_History[0].Wet_Fill_Station3_Op_Required,OpRequired,tb1_process_do.FinishedVial.WetFillStation3,property
tb1-process-plc,Production_History[0].Wet_Fill_Station3_Volume_Disp_Tank100,VolumeDispTank100,tb1_process_do.FinishedVial.WetFillStation3,property
tb1-process-plc,Production_History[0].Wet_Fill_Station3_Volume_Disp_Tank200,VolumeDispTank200,tb1_process_do.FinishedVial.WetFillStation3,property
tb1-process-plc,Production_History[0].Wet_Fill_Station3_Volume_Disp_Tank300,VolumeDispTank300,tb1_process_do.FinishedVial.WetFillStation3,property
tb1-process-plc,Production_History[0].Wet_Fill_Station3_Volume_Disp_Tank400,VolumeDispTank400,tb1_process_do.FinishedVial.WetFillStation3,property
tb1-process-plc,Production_History[0].Wet_Fill_Station3_Volume_Req_Tank100,VolumeReqTank100,tb1_process_do.FinishedVial.WetFillStation3,property
tb1-process-plc,Production_History[0].Wet_Fill_Station3_Volume_Req_Tank200,VolumeReqTank200,tb1_process_do.FinishedVial.WetFillStation3,property
tb1-process-plc,Production_History[0].Wet_Fill_Station3_Volume_Req_Tank300,VolumeReqTank300,tb1_process_do.FinishedVial.WetFillStation3,property
tb1-process-plc,Production_History[0].Wet_Fill_Station3_Volume_Req_Tank400,VolumeReqTank400,tb1_process_do.FinishedVial.WetFillStation3,property
,,FinishTime,tb1_process_do.FinishedVial.WetFillStation3,node
tb1-process-plc,Production_History[0].Wet_Fill_Station3_Finish_Time.Day,Day,tb1_process_do.FinishedVial.WetFillStation3.FinishTime,property
tb1-process-plc,Production_History[0].Wet_Fill_Station3_Finish_Time.Hour,Hour,tb1_process_do.FinishedVial.WetFillStation3.FinishTime,property
tb1-process-plc,Production_History[0].Wet_Fill_Station3_Finish_Time.MicroSecond,MicroSecond,tb1_process_do.FinishedVial.WetFillStation3.FinishTime,property
tb1-process-plc,Production_History[0].Wet_Fill_Station3_Finish_Time.Minute,Minute,tb1_process_do.FinishedVial.WetFillStation3.FinishTime,property
tb1-process-plc,Production_History[0].Wet_Fill_Station3_Finish_Time.Month,Month,tb1_process_do.FinishedVial.WetFillStation3.FinishTime,property
tb1-process-plc,Production_History[0].Wet_Fill_Station3_Finish_Time.Second,Second,tb1_process_do.FinishedVial.WetFillStation3.FinishTime,property
tb1-process-plc,Production_History[0].Wet_Fill_Station3_Finish_Time.Year,Year,tb1_process_do.FinishedVial.WetFillStation3.FinishTime,property
,,StartTime,tb1_process_do.FinishedVial.WetFillStation3,node
tb1-process-plc,Production_History[0].Wet_Fill_Station3_Start_Time.Day,Day,tb1_process_do.FinishedVial.WetFillStation3.StartTime,property
tb1-process-plc,Production_History[0].Wet_Fill_Station3_Start_Time.Hour,Hour,tb1_process_do.FinishedVial.WetFillStation3.StartTime,property
tb1-process-plc,Production_History[0].Wet_Fill_Station3_Start_Time.MicroSecond,MicroSecond,tb1_process_do.FinishedVial.WetFillStation3.StartTime,property
tb1-process-plc,Production_History[0].Wet_Fill_Station3_Start_Time.Minute,Minute,tb1_process_do.FinishedVial.WetFillStation3.StartTime,property
tb1-process-plc,Production_History[0].Wet_Fill_Station3_Start_Time.Month,Month,tb1_process_do.FinishedVial.WetFillStation3.StartTime,property
tb1-process-plc,Production_History[0].Wet_Fill_Station3_Start_Time.Second,Second,tb1_process_do.FinishedVial.WetFillStation3.StartTime,property
tb1-process-plc,Production_History[0].Wet_Fill_Station3_Start_Time.Year,Year,tb1_process_do.FinishedVial.WetFillStation3.StartTime,property
tb1-process-plc,Production_History[0].Wet_Fill_Station4_Duration,Duration,tb1_process_do.FinishedVial.WetFillStation4,property
tb1-process-plc,Production_History[0].Wet_Fill_Station4_Op_Required,OpRequired,tb1_process_do.FinishedVial.WetFillStation4,property
,,WetFillStation4,tb1_process_do.FinishedVial,node
tb1-process-plc,Production_History[0].Wet_Fill_Station4_Complete,Complete,tb1_process_do.FinishedVial.WetFillStation4,property
tb1-process-plc,Production_History[0].Wet_Fill_Station4_Volume_Disp_Tank100,VolumeDispTank100,tb1_process_do.FinishedVial.WetFillStation4,property
tb1-process-plc,Production_History[0].Wet_Fill_Station4_Volume_Disp_Tank200,VolumeDispTank200,tb1_process_do.FinishedVial.WetFillStation4,property
tb1-process-plc,Production_History[0].Wet_Fill_Station4_Volume_Disp_Tank300,VolumeDispTank300,tb1_process_do.FinishedVial.WetFillStation4,property
tb1-process-plc,Production_History[0].Wet_Fill_Station4_Volume_Disp_Tank400,VolumeDispTank400,tb1_process_do.FinishedVial.WetFillStation4,property
tb1-process-plc,Production_History[0].Wet_Fill_Station4_Volume_Req_Tank100,VolumeReqTank100,tb1_process_do.FinishedVial.WetFillStation4,property
tb1-process-plc,Production_History[0].Wet_Fill_Station4_Volume_Req_Tank200,VolumeReqTank200,tb1_process_do.FinishedVial.WetFillStation4,property
tb1-process-plc,Production_History[0].Wet_Fill_Station4_Volume_Req_Tank300,VolumeReqTank300,tb1_process_do.FinishedVial.WetFillStation4,property
tb1-process-plc,Production_History[0].Wet_Fill_Station4_Volume_Req_Tank400,VolumeReqTank400,tb1_process_do.FinishedVial.WetFillStation4,property
,,FinishTime,tb1_process_do.FinishedVial.WetFillStation4,node
tb1-process-plc,Production_History[0].Wet_Fill_Station4_Finish_Time.Day,Day,tb1_process_do.FinishedVial.WetFillStation4.FinishTime,property
tb1-process-plc,Production_History[0].Wet_Fill_Station4_Finish_Time.Hour,Hour,tb1_process_do.FinishedVial.WetFillStation4.FinishTime,property
tb1-process-plc,Production_History[0].Wet_Fill_Station4_Finish_Time.MicroSecond,MicroSecond,tb1_process_do.FinishedVial.WetFillStation4.FinishTime,property
tb1-process-plc,Production_History[0].Wet_Fill_Station4_Finish_Time.Minute,Minute,tb1_process_do.FinishedVial.WetFillStation4.FinishTime,property
tb1-process-plc,Production_History[0].Wet_Fill_Station4_Finish_Time.Month,Month,tb1_process_do.FinishedVial.WetFillStation4.FinishTime,property
tb1-process-plc,Production_History[0].Wet_Fill_Station4_Finish_Time.Second,Second,tb1_process_do.FinishedVial.WetFillStation4.FinishTime,property
tb1-process-plc,Production_History[0].Wet_Fill_Station4_Finish_Time.Year,Year,tb1_process_do.FinishedVial.WetFillStation4.FinishTime,property
,,StartTime,tb1_process_do.FinishedVial.WetFillStation4,node
tb1-process-plc,Production_History[0].Wet_Fill_Station4_Start_Time.Day,Day,tb1_process_do.FinishedVial.WetFillStation4.StartTime,property
tb1-process-plc,Production_History[0].Wet_Fill_Station4_Start_Time.Hour,Hour,tb1_process_do.FinishedVial.WetFillStation4.StartTime,property
tb1-process-plc,Production_History[0].Wet_Fill_Station4_Start_Time.MicroSecond,MicroSecond,tb1_process_do.FinishedVial.WetFillStation4.StartTime,property
tb1-process-plc,Production_History[0].Wet_Fill_Station4_Start_Time.Minute,Minute,tb1_process_do.FinishedVial.WetFillStation4.StartTime,property
tb1-process-plc,Production_History[0].Wet_Fill_Station4_Start_Time.Month,Month,tb1_process_do.FinishedVial.WetFillStation4.StartTime,property
tb1-process-plc,Production_History[0].Wet_Fill_Station4_Start_Time.Second,Second,tb1_process_do.FinishedVial.WetFillStation4.StartTime,property
tb1-process-plc,Production_History[0].Wet_Fill_Station4_Start_Time.Year,Year,tb1_process_do.FinishedVial.WetFillStation4.StartTime,property
,,WetFillStation5,tb1_process_do.FinishedVial,node
tb1-process-plc,Production_History[0].Wet_Fill_Station5_Complete,Complete,tb1_process_do.FinishedVial.WetFillStation5,property
tb1-process-plc,Production_History[0].Wet_Fill_Station5_Op_Required,OpRequired,tb1_process_do.FinishedVial.WetFillStation5,property
tb1-process-plc,Production_History[0].Wet_Fill_Station5_Volume_Disp_Tank100,VolumeDispTank100,tb1_process_do.FinishedVial.WetFillStation5,property
tb1-process-plc,Production_History[0].Wet_Fill_Station5_Volume_Disp_Tank200,VolumeDispTank200,tb1_process_do.FinishedVial.WetFillStation5,property
tb1-process-plc,Production_History[0].Wet_Fill_Station5_Volume_Disp_Tank300,VolumeDispTank300,tb1_process_do.FinishedVial.WetFillStation5,property
tb1-process-plc,Production_History[0].Wet_Fill_Station5_Volume_Disp_Tank400,VolumeDispTank400,tb1_process_do.FinishedVial.WetFillStation5,property
tb1-process-plc,Production_History[0].Wet_Fill_Station5_Volume_Req_Tank100,VolumeReqTank100,tb1_process_do.FinishedVial.WetFillStation5,property
tb1-process-plc,Production_History[0].Wet_Fill_Station5_Volume_Req_Tank200,VolumeReqTank200,tb1_process_do.FinishedVial.WetFillStation5,property
tb1-process-plc,Production_History[0].Wet_Fill_Station5_Volume_Req_Tank300,VolumeReqTank300,tb1_process_do.FinishedVial.WetFillStation5,property
tb1-process-plc,Production_History[0].Wet_Fill_Station5_Volume_Req_Tank400,VolumeReqTank400,tb1_process_do.FinishedVial.WetFillStation5,property
,,Nozzle1,tb1_process_do.FinishedVial.WetFillStation5,Node
tb1-process-plc,Production_History[0].Wet_Fill_Station5_Nozzle1_Duration,Duration,tb1_process_do.FinishedVial.WetFillStation5.Nozzle1,property
,,FinishTime,tb1_process_do.FinishedVial.WetFillStation5.Nozzle1,Node
tb1-process-plc,Production_History[0].Wet_Fill_Station5_Nozzle1_Finish_Time.Day,Day,tb1_process_do.FinishedVial.WetFillStation5.Nozzle1.FinishTime,property
tb1-process-plc,Production_History[0].Wet_Fill_Station5_Nozzle1_Finish_Time.Hour,Hour,tb1_process_do.FinishedVial.WetFillStation5.Nozzle1.FinishTime,property
tb1-process-plc,Production_History[0].Wet_Fill_Station5_Nozzle1_Finish_Time.MicroSecond,MicroSecond,tb1_process_do.FinishedVial.WetFillStation5.Nozzle1.FinishTime,property
tb1-process-plc,Production_History[0].Wet_Fill_Station5_Nozzle1_Finish_Time.Minute,Minute,tb1_process_do.FinishedVial.WetFillStation5.Nozzle1.FinishTime,property
tb1-process-plc,Production_History[0].Wet_Fill_Station5_Nozzle1_Finish_Time.Month,Month,tb1_process_do.FinishedVial.WetFillStation5.Nozzle1.FinishTime,property
tb1-process-plc,Production_History[0].Wet_Fill_Station5_Nozzle1_Finish_Time.Second,Second,tb1_process_do.FinishedVial.WetFillStation5.Nozzle1.FinishTime,property
tb1-process-plc,Production_History[0].Wet_Fill_Station5_Nozzle1_Finish_Time.Year,Year,tb1_process_do.FinishedVial.WetFillStation5.Nozzle1.FinishTime,property
,,StartTime,tb1_process_do.FinishedVial.WetFillStation5.Nozzle1,Node
tb1-process-plc,Production_History[0].Wet_Fill_Station5_Nozzle1_Start_Time.Day,Day,tb1_process_do.FinishedVial.WetFillStation5.Nozzle1.StartTime,property
tb1-process-plc,Production_History[0].Wet_Fill_Station5_Nozzle1_Start_Time.Hour,Hour,tb1_process_do.FinishedVial.WetFillStation5.Nozzle1.StartTime,property
tb1-process-plc,Production_History[0].Wet_Fill_Station5_Nozzle1_Start_Time.MicroSecond,MicroSecond,tb1_process_do.FinishedVial.WetFillStation5.Nozzle1.StartTime,property
tb1-process-plc,Production_History[0].Wet_Fill_Station5_Nozzle1_Start_Time.Minute,Minute,tb1_process_do.FinishedVial.WetFillStation5.Nozzle1.StartTime,property
tb1-process-plc,Production_History[0].Wet_Fill_Station5_Nozzle1_Start_Time.Month,Month,tb1_process_do.FinishedVial.WetFillStation5.Nozzle1.StartTime,property
tb1-process-plc,Production_History[0].Wet_Fill_Station5_Nozzle1_Start_Time.Second,Second,tb1_process_do.FinishedVial.WetFillStation5.Nozzle1.StartTime,property
tb1-process-plc,Production_History[0].Wet_Fill_Station5_Nozzle1_Start_Time.Year,Year,tb1_process_do.FinishedVial.WetFillStation5.Nozzle1.StartTime,property
,,Nozzle2,tb1_process_do.FinishedVial.WetFillStation5,Node
tb1-process-plc,Production_History[0].Wet_Fill_Station5_Nozzle2_Duration,Duration,tb1_process_do.FinishedVial.WetFillStation5.Nozzle2,property
,,FinishTime,tb1_process_do.FinishedVial.WetFillStation5.Nozzle2,Node
tb1-process-plc,Production_History[0].Wet_Fill_Station5_Nozzle2_Finish_Time.Day,Day,tb1_process_do.FinishedVial.WetFillStation5.Nozzle2.FinishTime,property
tb1-process-plc,Production_History[0].Wet_Fill_Station5_Nozzle2_Finish_Time.Hour,Hour,tb1_process_do.FinishedVial.WetFillStation5.Nozzle2.FinishTime,property
tb1-process-plc,Production_History[0].Wet_Fill_Station5_Nozzle2_Finish_Time.MicroSecond,MicroSecond,tb1_process_do.FinishedVial.WetFillStation5.Nozzle2.FinishTime,property
tb1-process-plc,Production_History[0].Wet_Fill_Station5_Nozzle2_Finish_Time.Minute,Minute,tb1_process_do.FinishedVial.WetFillStation5.Nozzle2.FinishTime,property
tb1-process-plc,Production_History[0].Wet_Fill_Station5_Nozzle2_Finish_Time.Month,Month,tb1_process_do.FinishedVial.WetFillStation5.Nozzle2.FinishTime,property
tb1-process-plc,Production_History[0].Wet_Fill_Station5_Nozzle2_Finish_Time.Second,Second,tb1_process_do.FinishedVial.WetFillStation5.Nozzle2.FinishTime,property
tb1-process-plc,Production_History[0].Wet_Fill_Station5_Nozzle2_Finish_Time.Year,Year,tb1_process_do.FinishedVial.WetFillStation5.Nozzle2.FinishTime,property
,,StartTime,tb1_process_do.FinishedVial.WetFillStation5.Nozzle2,Node
tb1-process-plc,Production_History[0].Wet_Fill_Station5_Nozzle2_Start_Time.Day,Day,tb1_process_do.FinishedVial.WetFillStation5.Nozzle2.StartTime,property
tb1-process-plc,Production_History[0].Wet_Fill_Station5_Nozzle2_Start_Time.Hour,Hour,tb1_process_do.FinishedVial.WetFillStation5.Nozzle2.StartTime,property
tb1-process-plc,Production_History[0].Wet_Fill_Station5_Nozzle2_Start_Time.MicroSecond,MicroSecond,tb1_process_do.FinishedVial.WetFillStation5.Nozzle2.StartTime,property
tb1-process-plc,Production_History[0].Wet_Fill_Station5_Nozzle2_Start_Time.Minute,Minute,tb1_process_do.FinishedVial.WetFillStation5.Nozzle2.StartTime,property
tb1-process-plc,Production_History[0].Wet_Fill_Station5_Nozzle2_Start_Time.Month,Month,tb1_process_do.FinishedVial.WetFillStation5.Nozzle2.StartTime,property
tb1-process-plc,Production_History[0].Wet_Fill_Station5_Nozzle2_Start_Time.Second,Second,tb1_process_do.FinishedVial.WetFillStation5.Nozzle2.StartTime,property
tb1-process-plc,Production_History[0].Wet_Fill_Station5_Nozzle2_Start_Time.Year,Year,tb1_process_do.FinishedVial.WetFillStation5.Nozzle2.StartTime,property
,,Nozzle3,tb1_process_do.FinishedVial.WetFillStation5,Node
tb1-process-plc,Production_History[0].Wet_Fill_Station5_Nozzle3_Duration,Nozzle3Duration,tb1_process_do.FinishedVial.WetFillStation5.Nozzle3,property
,,FinishTime,tb1_process_do.FinishedVial.WetFillStation5.Nozzle3,Node
tb1-process-plc,Production_History[0].Wet_Fill_Station5_Nozzle3_Finish_Time.Day,Day,tb1_process_do.FinishedVial.WetFillStation5.Nozzle3.FinishTime,property
tb1-process-plc,Production_History[0].Wet_Fill_Station5_Nozzle3_Finish_Time.Hour,Hour,tb1_process_do.FinishedVial.WetFillStation5.Nozzle3.FinishTime,property
tb1-process-plc,Production_History[0].Wet_Fill_Station5_Nozzle3_Finish_Time.MicroSecond,MicroSecond,tb1_process_do.FinishedVial.WetFillStation5.Nozzle3.FinishTime,property
tb1-process-plc,Production_History[0].Wet_Fill_Station5_Nozzle3_Finish_Time.Minute,Minute,tb1_process_do.FinishedVial.WetFillStation5.Nozzle3.FinishTime,property
tb1-process-plc,Production_History[0].Wet_Fill_Station5_Nozzle3_Finish_Time.Month,Month,tb1_process_do.FinishedVial.WetFillStation5.Nozzle3.FinishTime,property
tb1-process-plc,Production_History[0].Wet_Fill_Station5_Nozzle3_Finish_Time.Second,Second,tb1_process_do.FinishedVial.WetFillStation5.Nozzle3.FinishTime,property
tb1-process-plc,Production_History[0].Wet_Fill_Station5_Nozzle3_Finish_Time.Year,Year,tb1_process_do.FinishedVial.WetFillStation5.Nozzle3.FinishTime,property
,,StartTime,tb1_process_do.FinishedVial.WetFillStation5.Nozzle3,Node
tb1-process-plc,Production_History[0].Wet_Fill_Station5_Nozzle3_Start_Time.Day,Day,tb1_process_do.FinishedVial.WetFillStation5.Nozzle3.StartTime,property
tb1-process-plc,Production_History[0].Wet_Fill_Station5_Nozzle3_Start_Time.Hour,Hour,tb1_process_do.FinishedVial.WetFillStation5.Nozzle3.StartTime,property
tb1-process-plc,Production_History[0].Wet_Fill_Station5_Nozzle3_Start_Time.MicroSecond,MicroSecond,tb1_process_do.FinishedVial.WetFillStation5.Nozzle3.StartTime,property
tb1-process-plc,Production_History[0].Wet_Fill_Station5_Nozzle3_Start_Time.Minute,Minute,tb1_process_do.FinishedVial.WetFillStation5.Nozzle3.StartTime,property
tb1-process-plc,Production_History[0].Wet_Fill_Station5_Nozzle3_Start_Time.Month,Month,tb1_process_do.FinishedVial.WetFillStation5.Nozzle3.StartTime,property
tb1-process-plc,Production_History[0].Wet_Fill_Station5_Nozzle3_Start_Time.Second,Second,tb1_process_do.FinishedVial.WetFillStation5.Nozzle3.StartTime,property
tb1-process-plc,Production_History[0].Wet_Fill_Station5_Nozzle3_Start_Time.Year,Year,tb1_process_do.FinishedVial.WetFillStation5.Nozzle3.StartTime,property
,,Nozzle4,tb1_process_do.FinishedVial.WetFillStation5,Node
tb1-process-plc,Production_History[0].Wet_Fill_Station5_Nozzle4_Duration,Nozzle4Duration,tb1_process_do.FinishedVial.WetFillStation5.Nozzle4,property
,,FinishTime,tb1_process_do.FinishedVial.WetFillStation5.Nozzle4,Node
tb1-process-plc,Production_History[0].Wet_Fill_Station5_Nozzle4_Finish_Time.Day,Day,tb1_process_do.FinishedVial.WetFillStation5.Nozzle4.FinishTime,property
tb1-process-plc,Production_History[0].Wet_Fill_Station5_Nozzle4_Finish_Time.Hour,Hour,tb1_process_do.FinishedVial.WetFillStation5.Nozzle4.FinishTime,property
tb1-process-plc,Production_History[0].Wet_Fill_Station5_Nozzle4_Finish_Time.MicroSecond,MicroSecond,tb1_process_do.FinishedVial.WetFillStation5.Nozzle4.FinishTime,property
tb1-process-plc,Production_History[0].Wet_Fill_Station5_Nozzle4_Finish_Time.Minute,Minute,tb1_process_do.FinishedVial.WetFillStation5.Nozzle4.FinishTime,property
tb1-process-plc,Production_History[0].Wet_Fill_Station5_Nozzle4_Finish_Time.Month,Month,tb1_process_do.FinishedVial.WetFillStation5.Nozzle4.FinishTime,property
tb1-process-plc,Production_History[0].Wet_Fill_Station5_Nozzle4_Finish_Time.Second,Second,tb1_process_do.FinishedVial.WetFillStation5.Nozzle4.FinishTime,property
tb1-process-plc,Production_History[0].Wet_Fill_Station5_Nozzle4_Finish_Time.Year,Year,tb1_process_do.FinishedVial.WetFillStation5.Nozzle4.FinishTime,property
,,StartTime,tb1_process_do.FinishedVial.WetFillStation5.Nozzle4,Node
tb1-process-plc,Production_History[0].Wet_Fill_Station5_Nozzle4_Start_Time.Day,Day,tb1_process_do.FinishedVial.WetFillStation5.Nozzle4.StartTime,property
tb1-process-plc,Production_History[0].Wet_Fill_Station5_Nozzle4_Start_Time.Hour,Hour,tb1_process_do.FinishedVial.WetFillStation5.Nozzle4.StartTime,property
tb1-process-plc,Production_History[0].Wet_Fill_Station5_Nozzle4_Start_Time.MicroSecond,MicroSecond,tb1_process_do.FinishedVial.WetFillStation5.Nozzle4.StartTime,property
tb1-process-plc,Production_History[0].Wet_Fill_Station5_Nozzle4_Start_Time.Minute,Minute,tb1_process_do.FinishedVial.WetFillStation5.Nozzle4.StartTime,property
tb1-process-plc,Production_History[0].Wet_Fill_Station5_Nozzle4_Start_Time.Month,Month,tb1_process_do.FinishedVial.WetFillStation5.Nozzle4.StartTime,property
tb1-process-plc,Production_History[0].Wet_Fill_Station5_Nozzle4_Start_Time.Second,Second,tb1_process_do.FinishedVial.WetFillStation5.Nozzle4.StartTime,property
tb1-process-plc,Production_History[0].Wet_Fill_Station5_Nozzle4_Start_Time.Year,Year,tb1_process_do.FinishedVial.WetFillStation5.Nozzle4.StartTime,property
