Data Source,Tag,Name,Parent FQN,Type
tb1-process-plc,Production_History[0].Station_1_Check_n_Load_Duration,Production_History[0].Station_1_Check_n_Load_Duration,tb1-process-model.station_1_check_n_load_duration,property
,,station1_check_n_load_finish_time.day,tb1-process-model,node
tb1-process-plc,Production_History[0].Station1_Check_n_Load_Finish_Time.Day,Production_History[0].Station1_Check_n_Load_Finish_Time.Day,tb1-process-model.station1_check_n_load_finish_time.day,property
,,station1_check_n_load_finish_time.hour,tb1-process-model,node
tb1-process-plc,Production_History[0].Station1_Check_n_Load_Finish_Time.Hour,Production_History[0].Station1_Check_n_Load_Finish_Time.Hour,tb1-process-model.station1_check_n_load_finish_time.hour,property
,,station1_check_n_load_finish_time.minute,tb1-process-model,node
tb1-process-plc,Production_History[0].Station1_Check_n_Load_Finish_Time.Minute,Production_History[0].Station1_Check_n_Load_Finish_Time.Minute,tb1-process-model.station1_check_n_load_finish_time.minute,property
,,station1_check_n_load_finish_time.month,tb1-process-model,node
tb1-process-plc,Production_History[0].Station1_Check_n_Load_Finish_Time.Month,Production_History[0].Station1_Check_n_Load_Finish_Time.Month,tb1-process-model.station1_check_n_load_finish_time.month,property
,,station1_check_n_load_finish_time.second,tb1-process-model,node
tb1-process-plc,Production_History[0].Station1_Check_n_Load_Finish_Time.Second,Production_History[0].Station1_Check_n_Load_Finish_Time.Second,tb1-process-model.station1_check_n_load_finish_time.second,property
,,station1_check_n_load_finish_time.year,tb1-process-model,node
tb1-process-plc,Production_History[0].Station1_Check_n_Load_Finish_Time.Year,Production_History[0].Station1_Check_n_Load_Finish_Time.Year,tb1-process-model.station1_check_n_load_finish_time.year,property
,,station1_check_n_load_start_time.day,tb1-process-model,node
tb1-process-plc,Production_History[0].Station1_Check_n_Load_Start_Time.Day,Production_History[0].Station1_Check_n_Load_Start_Time.Day,tb1-process-model.station1_check_n_load_start_time.day,property
,,station1_check_n_load_start_time.hour,tb1-process-model,node
tb1-process-plc,Production_History[0].Station1_Check_n_Load_Start_Time.Hour,Production_History[0].Station1_Check_n_Load_Start_Time.Hour,tb1-process-model.station1_check_n_load_start_time.hour,property
,,station1_check_n_load_start_time.minute,tb1-process-model,node
tb1-process-plc,Production_History[0].Station1_Check_n_Load_Start_Time.Minute,Production_History[0].Station1_Check_n_Load_Start_Time.Minute,tb1-process-model.station1_check_n_load_start_time.minute,property
,,station1_check_n_load_start_time.month,tb1-process-model,node
tb1-process-plc,Production_History[0].Station1_Check_n_Load_Start_Time.Month,Production_History[0].Station1_Check_n_Load_Start_Time.Month,tb1-process-model.station1_check_n_load_start_time.month,property
,,station1_check_n_load_start_time.second,tb1-process-model,node
tb1-process-plc,Production_History[0].Station1_Check_n_Load_Start_Time.Second,Production_History[0].Station1_Check_n_Load_Start_Time.Second,tb1-process-model.station1_check_n_load_start_time.second,property
,,station1_check_n_load_start_time.year,tb1-process-model,node
tb1-process-plc,Production_History[0].Station1_Check_n_Load_Start_Time.Year,Production_History[0].Station1_Check_n_Load_Start_Time.Year,tb1-process-model.station1_check_n_load_start_time.year,property
,,station9_reject_duration,tb1-process-model,node
tb1-process-plc,Production_History[0].Station9_Reject_Duration,Production_History[0].Station9_Reject_Duration,tb1-process-model.station9_reject_duration,property
,,station9_reject_finish_time.day,tb1-process-model,node
tb1-process-plc,Production_History[0].Station9_Reject_Finish_Time.Day,Production_History[0].Station9_Reject_Finish_Time.Day,tb1-process-model.station9_reject_finish_time.day,property
,,station9_reject_finish_time.hour,tb1-process-model,node
tb1-process-plc,Production_History[0].Station9_Reject_Finish_Time.Hour,Production_History[0].Station9_Reject_Finish_Time.Hour,tb1-process-model.station9_reject_finish_time.hour,property
,,station9_reject_finish_time.microsecond,tb1-process-model,node
tb1-process-plc,Production_History[0].Station9_Reject_Finish_Time.MicroSecond,Production_History[0].Station9_Reject_Finish_Time.MicroSecond,tb1-process-model.station9_reject_finish_time.microsecond,property
,,station9_reject_finish_time.minute,tb1-process-model,node
tb1-process-plc,Production_History[0].Station9_Reject_Finish_Time.Minute,Production_History[0].Station9_Reject_Finish_Time.Minute,tb1-process-model.station9_reject_finish_time.minute,property
,,station9_reject_finish_time.month,tb1-process-model,node
tb1-process-plc,Production_History[0].Station9_Reject_Finish_Time.Month,Production_History[0].Station9_Reject_Finish_Time.Month,tb1-process-model.station9_reject_finish_time.month,property
,,station9_reject_finish_time.second,tb1-process-model,node
tb1-process-plc,Production_History[0].Station9_Reject_Finish_Time.Second,Production_History[0].Station9_Reject_Finish_Time.Second,tb1-process-model.station9_reject_finish_time.second,property
,,station9_reject_finish_time.year,tb1-process-model,node
tb1-process-plc,Production_History[0].Station9_Reject_Finish_Time.Year,Production_History[0].Station9_Reject_Finish_Time.Year,tb1-process-model.station9_reject_finish_time.year,property
,,station9_reject_start_time.day,tb1-process-model,node
tb1-process-plc,Production_History[0].Station9_Reject_Start_Time.Day,Production_History[0].Station9_Reject_Start_Time.Day,tb1-process-model.station9_reject_start_time.day,property
,,station9_reject_start_time.hour,tb1-process-model,node
tb1-process-plc,Production_History[0].Station9_Reject_Start_Time.Hour,Production_History[0].Station9_Reject_Start_Time.Hour,tb1-process-model.station9_reject_start_time.hour,property
,,station9_reject_start_time.microsecond,tb1-process-model,node
tb1-process-plc,Production_History[0].Station9_Reject_Start_Time.MicroSecond,Production_History[0].Station9_Reject_Start_Time.MicroSecond,tb1-process-model.station9_reject_start_time.microsecond,property
,,station9_reject_start_time.minute,tb1-process-model,node
tb1-process-plc,Production_History[0].Station9_Reject_Start_Time.Minute,Production_History[0].Station9_Reject_Start_Time.Minute,tb1-process-model.station9_reject_start_time.minute,property
,,station9_reject_start_time.month,tb1-process-model,node
tb1-process-plc,Production_History[0].Station9_Reject_Start_Time.Month,Production_History[0].Station9_Reject_Start_Time.Month,tb1-process-model.station9_reject_start_time.month,property
,,station9_reject_start_time.second,tb1-process-model,node
tb1-process-plc,Production_History[0].Station9_Reject_Start_Time.Second,Production_History[0].Station9_Reject_Start_Time.Second,tb1-process-model.station9_reject_start_time.second,property
,,station9_reject_start_time.year,tb1-process-model,node
tb1-process-plc,Production_History[0].Station9_Reject_Start_Time.Year,Production_History[0].Station9_Reject_Start_Time.Year,tb1-process-model.station9_reject_start_time.year,property
,,station9_wait_on_robot,tb1-process-model,node
tb1-process-plc,Production_History[0].Station9_Wait_on_Robot,Production_History[0].Station9_Wait_on_Robot,tb1-process-model.station9_wait_on_robot,property
,,unload_duration,tb1-process-model,node
tb1-process-plc,Production_History[0].Unload_Duration,Production_History[0].Unload_Duration,tb1-process-model.unload_duration,property
,,unload_finish_time.day,tb1-process-model,node
tb1-process-plc,Production_History[0].Unload_Finish_Time.Day,Production_History[0].Unload_Finish_Time.Day,tb1-process-model.unload_finish_time.day,property
,,unload_finish_time.hour,tb1-process-model,node
tb1-process-plc,Production_History[0].Unload_Finish_Time.Hour,Production_History[0].Unload_Finish_Time.Hour,tb1-process-model.unload_finish_time.hour,property
,,unload_finish_time.microsecond,tb1-process-model,node
tb1-process-plc,Production_History[0].Unload_Finish_Time.MicroSecond,Production_History[0].Unload_Finish_Time.MicroSecond,tb1-process-model.unload_finish_time.microsecond,property
,,unload_finish_time.minute,tb1-process-model,node
tb1-process-plc,Production_History[0].Unload_Finish_Time.Minute,Production_History[0].Unload_Finish_Time.Minute,tb1-process-model.unload_finish_time.minute,property
,,unload_finish_time.month,tb1-process-model,node
tb1-process-plc,Production_History[0].Unload_Finish_Time.Month,Production_History[0].Unload_Finish_Time.Month,tb1-process-model.unload_finish_time.month,property
,,unload_finish_time.second,tb1-process-model,node
tb1-process-plc,Production_History[0].Unload_Finish_Time.Second,Production_History[0].Unload_Finish_Time.Second,tb1-process-model.unload_finish_time.second,property
,,unload_finish_time.year,tb1-process-model,node
tb1-process-plc,Production_History[0].Unload_Finish_Time.Year,Production_History[0].Unload_Finish_Time.Year,tb1-process-model.unload_finish_time.year,property
,,unload_start_time.day,tb1-process-model,node
tb1-process-plc,Production_History[0].Unload_Start_Time.Day,Production_History[0].Unload_Start_Time.Day,tb1-process-model.unload_start_time.day,property
,,unload_start_time.hour,tb1-process-model,node
tb1-process-plc,Production_History[0].Unload_Start_Time.Hour,Production_History[0].Unload_Start_Time.Hour,tb1-process-model.unload_start_time.hour,property
,,unload_start_time.microsecond,tb1-process-model,node
tb1-process-plc,Production_History[0].Unload_Start_Time.MicroSecond,Production_History[0].Unload_Start_Time.MicroSecond,tb1-process-model.unload_start_time.microsecond,property
,,unload_start_time.minute,tb1-process-model,node
tb1-process-plc,Production_History[0].Unload_Start_Time.Minute,Production_History[0].Unload_Start_Time.Minute,tb1-process-model.unload_start_time.minute,property
,,unload_start_time.month,tb1-process-model,node
tb1-process-plc,Production_History[0].Unload_Start_Time.Month,Production_History[0].Unload_Start_Time.Month,tb1-process-model.unload_start_time.month,property
,,unload_start_time.second,tb1-process-model,node
tb1-process-plc,Production_History[0].Unload_Start_Time.Second,Production_History[0].Unload_Start_Time.Second,tb1-process-model.unload_start_time.second,property
,,unload_start_time.year,tb1-process-model,node
tb1-process-plc,Production_History[0].Unload_Start_Time.Year,Production_History[0].Unload_Start_Time.Year,tb1-process-model.unload_start_time.year,property
,,vial_bar_code_string,tb1-process-model,node
tb1-process-plc,Production_History[0].Vial_Bar_Code_String,Production_History[0].Vial_Bar_Code_String,tb1-process-model.vial_bar_code_string,property
,,vial_bcr_read_duration,tb1-process-model,node
tb1-process-plc,Production_History[0].Vial_BCR_Read_Duration,Production_History[0].Vial_BCR_Read_Duration,tb1-process-model.vial_bcr_read_duration,property
,,vial_bcr_read_finish_time.day,tb1-process-model,node
tb1-process-plc,Production_History[0].Vial_BCR_Read_Finish_Time.Day,Production_History[0].Vial_BCR_Read_Finish_Time.Day,tb1-process-model.vial_bcr_read_finish_time.day,property
,,vial_bcr_read_finish_time.hour,tb1-process-model,node
tb1-process-plc,Production_History[0].Vial_BCR_Read_Finish_Time.Hour,Production_History[0].Vial_BCR_Read_Finish_Time.Hour,tb1-process-model.vial_bcr_read_finish_time.hour,property
,,vial_bcr_read_finish_time.microsecond,tb1-process-model,node
tb1-process-plc,Production_History[0].Vial_BCR_Read_Finish_Time.MicroSecond,Production_History[0].Vial_BCR_Read_Finish_Time.MicroSecond,tb1-process-model.vial_bcr_read_finish_time.microsecond,property
,,vial_bcr_read_finish_time.minute,tb1-process-model,node
tb1-process-plc,Production_History[0].Vial_BCR_Read_Finish_Time.Minute,Production_History[0].Vial_BCR_Read_Finish_Time.Minute,tb1-process-model.vial_bcr_read_finish_time.minute,property
,,vial_bcr_read_finish_time.month,tb1-process-model,node
tb1-process-plc,Production_History[0].Vial_BCR_Read_Finish_Time.Month,Production_History[0].Vial_BCR_Read_Finish_Time.Month,tb1-process-model.vial_bcr_read_finish_time.month,property
,,vial_bcr_read_finish_time.second,tb1-process-model,node
tb1-process-plc,Production_History[0].Vial_BCR_Read_Finish_Time.Second,Production_History[0].Vial_BCR_Read_Finish_Time.Second,tb1-process-model.vial_bcr_read_finish_time.second,property
,,vial_bcr_read_finish_time.year,tb1-process-model,node
tb1-process-plc,Production_History[0].Vial_BCR_Read_Finish_Time.Year,Production_History[0].Vial_BCR_Read_Finish_Time.Year,tb1-process-model.vial_bcr_read_finish_time.year,property
,,vial_bcr_read_start_time.day,tb1-process-model,node
tb1-process-plc,Production_History[0].Vial_BCR_Read_Start_Time.Day,Production_History[0].Vial_BCR_Read_Start_Time.Day,tb1-process-model.vial_bcr_read_start_time.day,property
,,vial_bcr_read_start_time.hour,tb1-process-model,node
tb1-process-plc,Production_History[0].Vial_BCR_Read_Start_Time.Hour,Production_History[0].Vial_BCR_Read_Start_Time.Hour,tb1-process-model.vial_bcr_read_start_time.hour,property
,,vial_bcr_read_start_time.microsecond,tb1-process-model,node
tb1-process-plc,Production_History[0].Vial_BCR_Read_Start_Time.MicroSecond,Production_History[0].Vial_BCR_Read_Start_Time.MicroSecond,tb1-process-model.vial_bcr_read_start_time.microsecond,property
,,vial_bcr_read_start_time.minute,tb1-process-model,node
tb1-process-plc,Production_History[0].Vial_BCR_Read_Start_Time.Minute,Production_History[0].Vial_BCR_Read_Start_Time.Minute,tb1-process-model.vial_bcr_read_start_time.minute,property
,,vial_bcr_read_start_time.month,tb1-process-model,node
tb1-process-plc,Production_History[0].Vial_BCR_Read_Start_Time.Month,Production_History[0].Vial_BCR_Read_Start_Time.Month,tb1-process-model.vial_bcr_read_start_time.month,property
,,vial_bcr_read_start_time.second,tb1-process-model,node
tb1-process-plc,Production_History[0].Vial_BCR_Read_Start_Time.Second,Production_History[0].Vial_BCR_Read_Start_Time.Second,tb1-process-model.vial_bcr_read_start_time.second,property
,,vial_bcr_read_start_time.year,tb1-process-model,node
tb1-process-plc,Production_History[0].Vial_BCR_Read_Start_Time.Year,Production_History[0].Vial_BCR_Read_Start_Time.Year,tb1-process-model.vial_bcr_read_start_time.year,property
,,vial_damage_inspect_duration,tb1-process-model,node
tb1-process-plc,Production_History[0].Vial_Damage_Inspect_Duration,Production_History[0].Vial_Damage_Inspect_Duration,tb1-process-model.vial_damage_inspect_duration,property
,,vial_damage_inspect_finish_time.day,tb1-process-model,node
tb1-process-plc,Production_History[0].Vial_Damage_Inspect_Finish_Time.Day,Production_History[0].Vial_Damage_Inspect_Finish_Time.Day,tb1-process-model.vial_damage_inspect_finish_time.day,property
,,vial_damage_inspect_finish_time.hour,tb1-process-model,node
tb1-process-plc,Production_History[0].Vial_Damage_Inspect_Finish_Time.Hour,Production_History[0].Vial_Damage_Inspect_Finish_Time.Hour,tb1-process-model.vial_damage_inspect_finish_time.hour,property
,,vial_damage_inspect_finish_time.minute,tb1-process-model,node
tb1-process-plc,Production_History[0].Vial_Damage_Inspect_Finish_Time.Minute,Production_History[0].Vial_Damage_Inspect_Finish_Time.Minute,tb1-process-model.vial_damage_inspect_finish_time.minute,property
,,vial_damage_inspect_finish_time.month,tb1-process-model,node
tb1-process-plc,Production_History[0].Vial_Damage_Inspect_Finish_Time.Month,Production_History[0].Vial_Damage_Inspect_Finish_Time.Month,tb1-process-model.vial_damage_inspect_finish_time.month,property
,,vial_damage_inspect_finish_time.second,tb1-process-model,node
tb1-process-plc,Production_History[0].Vial_Damage_Inspect_Finish_Time.Second,Production_History[0].Vial_Damage_Inspect_Finish_Time.Second,tb1-process-model.vial_damage_inspect_finish_time.second,property
,,vial_damage_inspect_finish_time.year,tb1-process-model,node
tb1-process-plc,Production_History[0].Vial_Damage_Inspect_Finish_Time.Year,Production_History[0].Vial_Damage_Inspect_Finish_Time.Year,tb1-process-model.vial_damage_inspect_finish_time.year,property
,,vial_damage_inspect_start_time.day,tb1-process-model,node
tb1-process-plc,Production_History[0].Vial_Damage_Inspect_Start_Time.Day,Production_History[0].Vial_Damage_Inspect_Start_Time.Day,tb1-process-model.vial_damage_inspect_start_time.day,property
,,vial_damage_inspect_start_time.hour,tb1-process-model,node
tb1-process-plc,Production_History[0].Vial_Damage_Inspect_Start_Time.Hour,Production_History[0].Vial_Damage_Inspect_Start_Time.Hour,tb1-process-model.vial_damage_inspect_start_time.hour,property
,,vial_damage_inspect_start_time.minute,tb1-process-model,node
tb1-process-plc,Production_History[0].Vial_Damage_Inspect_Start_Time.Minute,Production_History[0].Vial_Damage_Inspect_Start_Time.Minute,tb1-process-model.vial_damage_inspect_start_time.minute,property
,,vial_damage_inspect_start_time.month,tb1-process-model,node
tb1-process-plc,Production_History[0].Vial_Damage_Inspect_Start_Time.Month,Production_History[0].Vial_Damage_Inspect_Start_Time.Month,tb1-process-model.vial_damage_inspect_start_time.month,property
,,vial_damage_inspect_start_time.second,tb1-process-model,node
tb1-process-plc,Production_History[0].Vial_Damage_Inspect_Start_Time.Second,Production_History[0].Vial_Damage_Inspect_Start_Time.Second,tb1-process-model.vial_damage_inspect_start_time.second,property
,,vial_damage_inspect_start_time.year,tb1-process-model,node
tb1-process-plc,Production_History[0].Vial_Damage_Inspect_Start_Time.Year,Production_History[0].Vial_Damage_Inspect_Start_Time.Year,tb1-process-model.vial_damage_inspect_start_time.year,property
,,vial_empty_weight,tb1-process-model,node
tb1-process-plc,Production_History[0].Vial_Empty_Weight,Production_History[0].Vial_Empty_Weight,tb1-process-model.vial_empty_weight,property
,,wet_fill_station3_complete,tb1-process-model,node
tb1-process-plc,Production_History[0].Wet_Fill_Station3_Complete,Production_History[0].Wet_Fill_Station3_Complete,tb1-process-model.wet_fill_station3_complete,property
,,wet_fill_station3_duration,tb1-process-model,node
tb1-process-plc,Production_History[0].Wet_Fill_Station3_Duration,Production_History[0].Wet_Fill_Station3_Duration,tb1-process-model.wet_fill_station3_duration,property
,,wet_fill_station3_finish_time.day,tb1-process-model,node
tb1-process-plc,Production_History[0].Wet_Fill_Station3_Finish_Time.Day,Production_History[0].Wet_Fill_Station3_Finish_Time.Day,tb1-process-model.wet_fill_station3_finish_time.day,property
,,wet_fill_station3_finish_time.hour,tb1-process-model,node
tb1-process-plc,Production_History[0].Wet_Fill_Station3_Finish_Time.Hour,Production_History[0].Wet_Fill_Station3_Finish_Time.Hour,tb1-process-model.wet_fill_station3_finish_time.hour,property
,,wet_fill_station3_finish_time.minute,tb1-process-model,node
tb1-process-plc,Production_History[0].Wet_Fill_Station3_Finish_Time.Minute,Production_History[0].Wet_Fill_Station3_Finish_Time.Minute,tb1-process-model.wet_fill_station3_finish_time.minute,property
,,wet_fill_station3_finish_time.month,tb1-process-model,node
tb1-process-plc,Production_History[0].Wet_Fill_Station3_Finish_Time.Month,Production_History[0].Wet_Fill_Station3_Finish_Time.Month,tb1-process-model.wet_fill_station3_finish_time.month,property
,,wet_fill_station3_finish_time.second,tb1-process-model,node
tb1-process-plc,Production_History[0].Wet_Fill_Station3_Finish_Time.Second,Production_History[0].Wet_Fill_Station3_Finish_Time.Second,tb1-process-model.wet_fill_station3_finish_time.second,property
,,wet_fill_station3_finish_time.year,tb1-process-model,node
tb1-process-plc,Production_History[0].Wet_Fill_Station3_Finish_Time.Year,Production_History[0].Wet_Fill_Station3_Finish_Time.Year,tb1-process-model.wet_fill_station3_finish_time.year,property
,,wet_fill_station3_op_required,tb1-process-model,node
tb1-process-plc,Production_History[0].Wet_Fill_Station3_Op_Required,Production_History[0].Wet_Fill_Station3_Op_Required,tb1-process-model.wet_fill_station3_op_required,property
,,wet_fill_station3_start_time.day,tb1-process-model,node
tb1-process-plc,Production_History[0].Wet_Fill_Station3_Start_Time.Day,Production_History[0].Wet_Fill_Station3_Start_Time.Day,tb1-process-model.wet_fill_station3_start_time.day,property
,,wet_fill_station3_start_time.hour,tb1-process-model,node
tb1-process-plc,Production_History[0].Wet_Fill_Station3_Start_Time.Hour,Production_History[0].Wet_Fill_Station3_Start_Time.Hour,tb1-process-model.wet_fill_station3_start_time.hour,property
,,wet_fill_station3_start_time.microsecond,tb1-process-model,node
tb1-process-plc,Production_History[0].Wet_Fill_Station3_Start_Time.MicroSecond,Production_History[0].Wet_Fill_Station3_Start_Time.MicroSecond,tb1-process-model.wet_fill_station3_start_time.microsecond,property
,,wet_fill_station3_start_time.minute,tb1-process-model,node
tb1-process-plc,Production_History[0].Wet_Fill_Station3_Start_Time.Minute,Production_History[0].Wet_Fill_Station3_Start_Time.Minute,tb1-process-model.wet_fill_station3_start_time.minute,property
,,wet_fill_station3_start_time.month,tb1-process-model,node
tb1-process-plc,Production_History[0].Wet_Fill_Station3_Start_Time.Month,Production_History[0].Wet_Fill_Station3_Start_Time.Month,tb1-process-model.wet_fill_station3_start_time.month,property
,,wet_fill_station3_start_time.second,tb1-process-model,node
tb1-process-plc,Production_History[0].Wet_Fill_Station3_Start_Time.Second,Production_History[0].Wet_Fill_Station3_Start_Time.Second,tb1-process-model.wet_fill_station3_start_time.second,property
,,wet_fill_station3_start_time.year,tb1-process-model,node
tb1-process-plc,Production_History[0].Wet_Fill_Station3_Start_Time.Year,Production_History[0].Wet_Fill_Station3_Start_Time.Year,tb1-process-model.wet_fill_station3_start_time.year,property
,,wet_fill_station3_volume_disp_tank100,tb1-process-model,node
tb1-process-plc,Production_History[0].Wet_Fill_Station3_Volume_Disp_Tank100,Production_History[0].Wet_Fill_Station3_Volume_Disp_Tank100,tb1-process-model.wet_fill_station3_volume_disp_tank100,property
,,wet_fill_station3_volume_disp_tank200,tb1-process-model,node
tb1-process-plc,Production_History[0].Wet_Fill_Station3_Volume_Disp_Tank200,Production_History[0].Wet_Fill_Station3_Volume_Disp_Tank200,tb1-process-model.wet_fill_station3_volume_disp_tank200,property
,,wet_fill_station3_volume_disp_tank300,tb1-process-model,node
tb1-process-plc,Production_History[0].Wet_Fill_Station3_Volume_Disp_Tank300,Production_History[0].Wet_Fill_Station3_Volume_Disp_Tank300,tb1-process-model.wet_fill_station3_volume_disp_tank300,property
,,wet_fill_station3_volume_disp_tank400,tb1-process-model,node
tb1-process-plc,Production_History[0].Wet_Fill_Station3_Volume_Disp_Tank400,Production_History[0].Wet_Fill_Station3_Volume_Disp_Tank400,tb1-process-model.wet_fill_station3_volume_disp_tank400,property
,,wet_fill_station3_volume_req_tank100,tb1-process-model,node
tb1-process-plc,Production_History[0].Wet_Fill_Station3_Volume_Req_Tank100,Production_History[0].Wet_Fill_Station3_Volume_Req_Tank100,tb1-process-model.wet_fill_station3_volume_req_tank100,property
,,wet_fill_station3_volume_req_tank200,tb1-process-model,node
tb1-process-plc,Production_History[0].Wet_Fill_Station3_Volume_Req_Tank200,Production_History[0].Wet_Fill_Station3_Volume_Req_Tank200,tb1-process-model.wet_fill_station3_volume_req_tank200,property
,,wet_fill_station3_volume_req_tank300,tb1-process-model,node
tb1-process-plc,Production_History[0].Wet_Fill_Station3_Volume_Req_Tank300,Production_History[0].Wet_Fill_Station3_Volume_Req_Tank300,tb1-process-model.wet_fill_station3_volume_req_tank300,property
,,wet_fill_station3_volume_req_tank400,tb1-process-model,node
tb1-process-plc,Production_History[0].Wet_Fill_Station3_Volume_Req_Tank400,Production_History[0].Wet_Fill_Station3_Volume_Req_Tank400,tb1-process-model.wet_fill_station3_volume_req_tank400,property
,,wet_fill_station4_complete,tb1-process-model,node
tb1-process-plc,Production_History[0].Wet_Fill_Station4_Complete,Production_History[0].Wet_Fill_Station4_Complete,tb1-process-model.wet_fill_station4_complete,property
,,wet_fill_station4_duration,tb1-process-model,node
tb1-process-plc,Production_History[0].Wet_Fill_Station4_Duration,Production_History[0].Wet_Fill_Station4_Duration,tb1-process-model.wet_fill_station4_duration,property
,,wet_fill_station4_finish_time.day,tb1-process-model,node
tb1-process-plc,Production_History[0].Wet_Fill_Station4_Finish_Time.Day,Production_History[0].Wet_Fill_Station4_Finish_Time.Day,tb1-process-model.wet_fill_station4_finish_time.day,property
,,wet_fill_station4_finish_time.hour,tb1-process-model,node
tb1-process-plc,Production_History[0].Wet_Fill_Station4_Finish_Time.Hour,Production_History[0].Wet_Fill_Station4_Finish_Time.Hour,tb1-process-model.wet_fill_station4_finish_time.hour,property
,,wet_fill_station4_finish_time.minute,tb1-process-model,node
tb1-process-plc,Production_History[0].Wet_Fill_Station4_Finish_Time.Minute,Production_History[0].Wet_Fill_Station4_Finish_Time.Minute,tb1-process-model.wet_fill_station4_finish_time.minute,property
,,wet_fill_station4_finish_time.month,tb1-process-model,node
tb1-process-plc,Production_History[0].Wet_Fill_Station4_Finish_Time.Month,Production_History[0].Wet_Fill_Station4_Finish_Time.Month,tb1-process-model.wet_fill_station4_finish_time.month,property
,,wet_fill_station4_finish_time.second,tb1-process-model,node
tb1-process-plc,Production_History[0].Wet_Fill_Station4_Finish_Time.Second,Production_History[0].Wet_Fill_Station4_Finish_Time.Second,tb1-process-model.wet_fill_station4_finish_time.second,property
,,wet_fill_station4_finish_time.year,tb1-process-model,node
tb1-process-plc,Production_History[0].Wet_Fill_Station4_Finish_Time.Year,Production_History[0].Wet_Fill_Station4_Finish_Time.Year,tb1-process-model.wet_fill_station4_finish_time.year,property
,,wet_fill_station4_op_required,tb1-process-model,node
tb1-process-plc,Production_History[0].Wet_Fill_Station4_Op_Required,Production_History[0].Wet_Fill_Station4_Op_Required,tb1-process-model.wet_fill_station4_op_required,property
,,wet_fill_station4_start_time.day,tb1-process-model,node
tb1-process-plc,Production_History[0].Wet_Fill_Station4_Start_Time.Day,Production_History[0].Wet_Fill_Station4_Start_Time.Day,tb1-process-model.wet_fill_station4_start_time.day,property
,,wet_fill_station4_start_time.hour,tb1-process-model,node
tb1-process-plc,Production_History[0].Wet_Fill_Station4_Start_Time.Hour,Production_History[0].Wet_Fill_Station4_Start_Time.Hour,tb1-process-model.wet_fill_station4_start_time.hour,property
,,wet_fill_station4_start_time.microsecond,tb1-process-model,node
tb1-process-plc,Production_History[0].Wet_Fill_Station4_Start_Time.MicroSecond,Production_History[0].Wet_Fill_Station4_Start_Time.MicroSecond,tb1-process-model.wet_fill_station4_start_time.microsecond,property
,,wet_fill_station4_start_time.minute,tb1-process-model,node
tb1-process-plc,Production_History[0].Wet_Fill_Station4_Start_Time.Minute,Production_History[0].Wet_Fill_Station4_Start_Time.Minute,tb1-process-model.wet_fill_station4_start_time.minute,property
,,wet_fill_station4_start_time.month,tb1-process-model,node
tb1-process-plc,Production_History[0].Wet_Fill_Station4_Start_Time.Month,Production_History[0].Wet_Fill_Station4_Start_Time.Month,tb1-process-model.wet_fill_station4_start_time.month,property
,,wet_fill_station4_start_time.second,tb1-process-model,node
tb1-process-plc,Production_History[0].Wet_Fill_Station4_Start_Time.Second,Production_History[0].Wet_Fill_Station4_Start_Time.Second,tb1-process-model.wet_fill_station4_start_time.second,property
,,wet_fill_station4_start_time.year,tb1-process-model,node
tb1-process-plc,Production_History[0].Wet_Fill_Station4_Start_Time.Year,Production_History[0].Wet_Fill_Station4_Start_Time.Year,tb1-process-model.wet_fill_station4_start_time.year,property
,,wet_fill_station4_volume_disp_tank100,tb1-process-model,node
tb1-process-plc,Production_History[0].Wet_Fill_Station4_Volume_Disp_Tank100,Production_History[0].Wet_Fill_Station4_Volume_Disp_Tank100,tb1-process-model.wet_fill_station4_volume_disp_tank100,property
,,wet_fill_station4_volume_disp_tank200,tb1-process-model,node
tb1-process-plc,Production_History[0].Wet_Fill_Station4_Volume_Disp_Tank200,Production_History[0].Wet_Fill_Station4_Volume_Disp_Tank200,tb1-process-model.wet_fill_station4_volume_disp_tank200,property
,,wet_fill_station4_volume_disp_tank300,tb1-process-model,node
tb1-process-plc,Production_History[0].Wet_Fill_Station4_Volume_Disp_Tank300,Production_History[0].Wet_Fill_Station4_Volume_Disp_Tank300,tb1-process-model.wet_fill_station4_volume_disp_tank300,property
,,wet_fill_station4_volume_disp_tank400,tb1-process-model,node
tb1-process-plc,Production_History[0].Wet_Fill_Station4_Volume_Disp_Tank400,Production_History[0].Wet_Fill_Station4_Volume_Disp_Tank400,tb1-process-model.wet_fill_station4_volume_disp_tank400,property
,,wet_fill_station4_volume_req_tank100,tb1-process-model,node
tb1-process-plc,Production_History[0].Wet_Fill_Station4_Volume_Req_Tank100,Production_History[0].Wet_Fill_Station4_Volume_Req_Tank100,tb1-process-model.wet_fill_station4_volume_req_tank100,property
,,wet_fill_station4_volume_req_tank200,tb1-process-model,node
tb1-process-plc,Production_History[0].Wet_Fill_Station4_Volume_Req_Tank200,Production_History[0].Wet_Fill_Station4_Volume_Req_Tank200,tb1-process-model.wet_fill_station4_volume_req_tank200,property
,,wet_fill_station4_volume_req_tank300,tb1-process-model,node
tb1-process-plc,Production_History[0].Wet_Fill_Station4_Volume_Req_Tank300,Production_History[0].Wet_Fill_Station4_Volume_Req_Tank300,tb1-process-model.wet_fill_station4_volume_req_tank300,property
,,wet_fill_station4_volume_req_tank400,tb1-process-model,node
